Commit SHA,Java File,Old function signature,New function signature
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
e4ba3cdc20555b5f7cd793e614ee13406a7605ec,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, DataSet  rounding )"
e4ba3cdc20555b5f7cd793e614ee13406a7605ec,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xValue, float  closestToY, DataSet  rounding )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
35c9fc937ecda0dd2eb1a7b879aa869a48bfad3d,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
d3c339da100f874f7df8d350bc46dd516ad1d577,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
72031d33cacf9d880261e491a5de6f0c1b2de78d,MPChartLib/src/main/java/com/github/mikephil/charting/listener/BarLineChartTouchListener.java,performDrag ( MotionEvent  event ),"performDrag ( MotionEvent  event, float  distanceX, float  distanceY )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
98f97f0df1a98596ee0b76cc9c328e539fd6f9bd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
acf985ff0cd3a6ba894bcad107732b49530d8098,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
144af7b295076d85f6deeb94e0e77796ec7fa5f1,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
a02e108f467cda0e74b40bc055251486fe075f45,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, DataSet  rounding )"
a02e108f467cda0e74b40bc055251486fe075f45,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xValue, float  closestToY, DataSet  rounding )"
4cb83a7b915628204131485fee156a873a216cde,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
4cb83a7b915628204131485fee156a873a216cde,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
4cb83a7b915628204131485fee156a873a216cde,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/PercentFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
221cd1313a165f03f60719c2b91a7e4ba0a2d7f3,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
